id,classname,methodname,location,start,end
0,SimpleMethods.java,boolean isLeapYear(int year),32,673,688
1,SimpleMethods.java,boolean isLeapYear(int year),32,673,688
2,SimpleMethods.java,boolean isLeapYear(int year),32,673,688
3,SimpleMethods.java,boolean isLeapYear(int year),32,667,670
4,SimpleMethods.java,boolean isLeapYear(int year),32,667,670
5,SimpleMethods.java,boolean isLeapYear(int year),32,663,665
6,SimpleMethods.java,boolean isLeapYear(int year),32,663,665
7,SimpleMethods.java,boolean isLeapYear(int year),32,659,662
8,SimpleMethods.java,boolean isLeapYear(int year),32,659,662
9,SimpleMethods.java,boolean isLeapYear(int year),32,659,662
10,SimpleMethods.java,boolean isLeapYear(int year),32,666,666
11,SimpleMethods.java,boolean isLeapYear(int year),32,666,666
12,SimpleMethods.java,boolean isLeapYear(int year),32,666,666
13,SimpleMethods.java,boolean isLeapYear(int year),32,666,666
14,SimpleMethods.java,boolean isLeapYear(int year),32,671,671
15,SimpleMethods.java,boolean isLeapYear(int year),32,671,671
16,SimpleMethods.java,boolean isLeapYear(int year),32,671,671
17,SimpleMethods.java,boolean isLeapYear(int year),32,671,671
18,SimpleMethods.java,boolean isLeapYear(int year),33,707,723
19,SimpleMethods.java,boolean isLeapYear(int year),33,707,723
20,SimpleMethods.java,boolean isLeapYear(int year),33,707,723
21,SimpleMethods.java,boolean isLeapYear(int year),33,701,704
22,SimpleMethods.java,boolean isLeapYear(int year),33,701,704
23,SimpleMethods.java,boolean isLeapYear(int year),33,695,697
24,SimpleMethods.java,boolean isLeapYear(int year),33,695,697
25,SimpleMethods.java,boolean isLeapYear(int year),33,691,694
26,SimpleMethods.java,boolean isLeapYear(int year),33,691,694
27,SimpleMethods.java,boolean isLeapYear(int year),33,691,694
28,SimpleMethods.java,boolean isLeapYear(int year),33,698,700
29,SimpleMethods.java,boolean isLeapYear(int year),33,698,700
30,SimpleMethods.java,boolean isLeapYear(int year),33,698,700
31,SimpleMethods.java,boolean isLeapYear(int year),33,698,700
32,SimpleMethods.java,boolean isLeapYear(int year),33,705,705
33,SimpleMethods.java,boolean isLeapYear(int year),33,705,705
34,SimpleMethods.java,boolean isLeapYear(int year),33,705,705
35,SimpleMethods.java,boolean isLeapYear(int year),33,705,705
36,SimpleMethods.java,boolean isLeapYear(int year),34,735,738
37,SimpleMethods.java,boolean isLeapYear(int year),34,735,738
38,SimpleMethods.java,boolean isLeapYear(int year),34,729,731
39,SimpleMethods.java,boolean isLeapYear(int year),34,729,731
40,SimpleMethods.java,boolean isLeapYear(int year),34,729,731
41,SimpleMethods.java,boolean isLeapYear(int year),34,725,728
42,SimpleMethods.java,boolean isLeapYear(int year),34,725,728
43,SimpleMethods.java,boolean isLeapYear(int year),34,725,728
44,SimpleMethods.java,boolean isLeapYear(int year),34,732,734
45,SimpleMethods.java,boolean isLeapYear(int year),34,732,734
46,SimpleMethods.java,boolean isLeapYear(int year),34,732,734
47,SimpleMethods.java,boolean isLeapYear(int year),34,732,734
48,SimpleMethods.java,boolean isLeapYear(int year),34,739,739
49,SimpleMethods.java,boolean isLeapYear(int year),34,739,739
50,SimpleMethods.java,boolean isLeapYear(int year),34,739,739
51,SimpleMethods.java,boolean isLeapYear(int year),34,739,739
